ItemID,Duration,PostalCode,BuyItNow,StartPrice,HasReservePrice,StartTime,EndTime,SellerId,SellerAboutMePage,SellerFeedbackScore,SellerRegistrationDate,BidCount,BidIncrement,ClosePrice
1.40184E+11,7,2908,0,19.99,FALSE,11/27/2007 1:15,12/04/2007 01:15,jrsr1492,FALSE,348,03/11/2003 20:27,6,0.5,22.5
3.30193E+11,7,2885,0,4.99,FALSE,11/27/2007 2:31,12/04/2007 02:31,highenddeals4u,FALSE,450,07/08/2006 18:47,6,0.5,14.44
2.00178E+11,7,,0,4.99,FALSE,11/27/2007 2:39,12/04/2007 02:39,aeiainc,FALSE,275,04/08/2003 07:50,7,0.5,22.7
3.6E+11,5,37171,0,4.99,FALSE,11/29/2007 2:45,12/04/2007 02:45,536cheryl,FALSE,1424,02/02/2005 21:32,1,0.25,4.99
3.10004E+11,3,20121,40,24.99,FALSE,12/01/2007 02:53,12/04/2007 02:53,woobie920,FALSE,57,11/09/2006 23:45,2,1,27
3.00175E+11,10,65301,29.95,19.95,FALSE,11/24/2007 3:20,12/04/2007 03:20,horacehill,FALSE,83,3/23/2003 20:02,1,0.5,19.95
1.10199E+11,7,57301,0,4.99,FALSE,11/27/2007 3:32,12/04/2007 03:32,22steady09,FALSE,258,12/24/2004 22:56,3,0.5,6.25
1.90179E+11,7,62801,0,9.99,FALSE,11/27/2007 3:43,12/04/2007 03:43,ausrob,FALSE,4424,02/02/2000 23:10,9,0.5,21.5
2.50193E+11,7,8816,0,4.99,FALSE,11/27/2007 3:43,12/04/2007 03:43,edlxp,FALSE,52,07/07/2000 12:49,1,0.25,4.99
3.00177E+11,7,78373,0,9.99,FALSE,11/27/2007 4:00,12/04/2007 04:00,jhodges_tc,TRUE,1896,3/24/2004 13:46,9,1,25.24
1.80185E+11,7,2860,0,27.99,FALSE,11/27/2007 4:16,12/04/2007 04:16,intrepidcorps2000,FALSE,827,11/17/2001 19:30,0,0,27.99
1.40186E+11,3,2908,0,9.99,FALSE,12/01/2007 04:43,12/04/2007 04:43,jrsr1492,FALSE,348,03/11/2003 20:27,1,0.5,9.99
2.00178E+11,7,10128,0,29.99,FALSE,11/27/2007 5:31,12/03/2007 17:50,mostexciting_stuff,TRUE,3386,04/09/2003 06:31,0,0,29.99
3.2019E+11,1,33063,0,9.99,FALSE,12/03/2007 07:45,12/04/2007 07:45,lootart,TRUE,2279,1/31/2001 3:59,3,0.5,16.5
1.80185E+11,7,2860,0,24.99,FALSE,11/27/2007 10:41,12/04/2007 10:41,intrepidcorps2000,FALSE,827,11/17/2001 19:30,0,0,24.99
1.80185E+11,7,2860,0,24.99,FALSE,11/27/2007 14:15,12/04/2007 14:15,intrepidcorps2000,FALSE,827,11/17/2001 19:30,0,0,24.99
3.60001E+11,3,2865,0,9.99,FALSE,12/01/2007 14:43,12/04/2007 14:43,soxfanbob,FALSE,4308,10/13/1997 14:26,1,0.5,9.99
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:27,12/04/2007 15:27,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:28,12/04/2007 15:28,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:31,12/04/2007 15:31,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,1.99,FALSE,11/27/2007 15:34,12/04/2007 15:34,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,1.99
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:41,12/04/2007 15:41,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:42,12/04/2007 15:42,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:44,12/04/2007 15:44,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:45,12/04/2007 15:45,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:47,12/04/2007 15:47,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:48,12/04/2007 15:48,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:49,12/04/2007 15:49,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:50,12/04/2007 15:50,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:52,12/04/2007 15:52,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:54,12/04/2007 15:54,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:57,12/04/2007 15:57,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.20189E+11,7,2809,0,3,FALSE,11/27/2007 15:58,12/04/2007 15:58,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.2019E+11,7,2809,0,3,FALSE,11/27/2007 16:04,12/04/2007 16:04,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.2019E+11,7,2809,0,3,FALSE,11/27/2007 16:05,12/04/2007 16:05,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.2019E+11,7,2809,0,3,FALSE,11/27/2007 16:07,12/04/2007 16:07,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.2019E+11,7,2809,0,3,FALSE,11/27/2007 16:08,12/04/2007 16:08,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.2019E+11,7,2809,0,3,FALSE,11/27/2007 16:09,12/04/2007 16:09,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,3
1.2019E+11,7,2809,0,2,FALSE,11/27/2007 16:22,12/04/2007 16:22,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,2
1.30179E+11,7,10002,24.95,9.98,FALSE,11/27/2007 16:24,12/04/2007 16:24,montgomerystationery,TRUE,25987,10/22/2001 15:23,1,0.5,9.98
1.30179E+11,7,10002,14,9.99,FALSE,11/27/2007 16:24,12/04/2007 16:24,montgomerystationery,TRUE,25987,10/22/2001 15:23,4,0.5,11.03
1.40184E+11,7,,0,49.99,FALSE,11/27/2007 17:51,12/03/2007 21:31,jrsr1492,FALSE,348,03/11/2003 20:27,0,0,49.99
2.9018E+11,7,60473,0,3.99,FALSE,11/27/2007 18:30,12/04/2007 18:30,smg0422,FALSE,1567,07/06/1999 03:53,4,0.5,7.5
2.9018E+11,7,60473,0,3.99,FALSE,11/27/2007 18:30,12/04/2007 18:30,smg0422,FALSE,1567,07/06/1999 03:53,3,0.5,5.5
2.60188E+11,7,48185,0,9.99,FALSE,11/27/2007 18:35,12/04/2007 18:35,wildcat325,FALSE,671,10/17/2003 19:26,2,0.5,14.53
1.70174E+11,7,72718,29.99,0.99,FALSE,11/27/2007 20:11,12/04/2007 20:11,cro34263,FALSE,182,5/13/2002 1:24,7,0.5,18.27
1.70174E+11,7,72718,34.99,0.99,FALSE,11/27/2007 20:13,12/04/2007 20:13,cro34263,FALSE,182,5/13/2002 1:24,7,0.5,16.01
2.20178E+11,7,60202,0,14.49,FALSE,11/27/2007 20:38,12/04/2007 20:38,ubuybay,FALSE,5,10/13/2007 16:29,2,0.5,14.99
1.2019E+11,7,2809,0,1.75,FALSE,11/27/2007 20:49,12/04/2007 20:49,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,1.75
1.2019E+11,7,2809,0,1.75,FALSE,11/27/2007 20:50,12/04/2007 20:50,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,1.75
1.2019E+11,7,2809,0,1.75,FALSE,11/27/2007 21:04,12/04/2007 21:04,greek-revivals,FALSE,2516,8/22/2002 21:30,1,0.25,1.75
3.10003E+11,7,50312,0,15,FALSE,11/27/2007 21:16,12/04/2007 21:16,pochade,FALSE,667,3/18/2000 22:32,2,0.5,15
2.20178E+11,7,60202,0,17.49,FALSE,11/27/2007 21:17,12/04/2007 21:17,ubuybay,FALSE,5,10/13/2007 16:29,1,0.5,17.49
2.80178E+11,7,29646,0,9.95,FALSE,11/27/2007 21:43,12/04/2007 21:43,scdoglover,FALSE,489,09/08/2005 21:02,3,1,28
2.80178E+11,7,8857,0,9.99,FALSE,11/27/2007 21:45,12/04/2007 21:45,cvmbcollectibles,TRUE,58068,09/11/1997 20:41,7,1,26
2.80178E+11,7,8857,0,9.99,FALSE,11/27/2007 21:48,12/04/2007 21:48,cvmbcollectibles,TRUE,58068,09/11/1997 20:41,4,0.5,12.5
2.80178E+11,7,29646,0,9.95,FALSE,11/27/2007 21:52,12/04/2007 21:52,scdoglover,FALSE,489,09/08/2005 21:02,3,0.5,14.5
1.40184E+11,7,89135,0,59.95,FALSE,11/27/2007 21:55,12/04/2007 21:13,golfnoptics,FALSE,1732,10/24/2004 0:59,0,0,59.95
1.40184E+11,7,89135,0,29.95,FALSE,11/27/2007 21:55,12/04/2007 21:55,golfnoptics,FALSE,1732,10/24/2004 0:59,0,0,29.95
2.80179E+11,5,44685,0,6.99,FALSE,11/29/2007 22:08,12/04/2007 22:08,dudley9,FALSE,1134,1/15/1999 22:44,6,0.5,17.37
3.2019E+11,5,40515,34.95,15.95,FALSE,11/29/2007 22:12,12/04/2007 22:12,mudrow,FALSE,136,4/26/2003 17:56,1,0.5,15.95
2.30197E+11,7,1564,0,5,FALSE,11/28/2007 0:37,12/05/2007 00:37,toynation1,FALSE,5843,10/15/1997 22:13,16,0.5,22.5
1.70174E+11,7,48307,0,5,FALSE,11/28/2007 0:50,12/05/2007 00:50,jrtb,FALSE,523,03/11/2000 02:07,5,0.5,22.5
2.70192E+11,7,7920,16.99,5.99,FALSE,11/28/2007 0:57,12/05/2007 00:57,lbiellen,FALSE,318,11/11/2002 23:53,1,0.5,5.99
3.20189E+11,7,28792,0,9.95,FALSE,11/28/2007 1:02,12/04/2007 04:14,aloha_dannet,FALSE,34,10/15/2007 15:36,1,0.5,9.95
3.20189E+11,7,60423,0,19.99,FALSE,11/28/2007 1:18,12/05/2007 01:18,nobleauction,TRUE,7580,7/19/2000 22:51,4,1,31
2.30198E+11,5,,0,19.99,FALSE,11/30/2007 1:20,12/05/2007 01:20,orleans2u,FALSE,581,12/17/2000 3:58,1,0.5,19.99
2.70193E+11,3,79701,0,0.99,FALSE,12/02/2007 01:25,12/05/2007 01:25,jrob!312,FALSE,775,11/11/2001 03:11,10,0.5,11.5
1.2019E+11,7,L3Y 8Y8,0,0.99,FALSE,11/28/2007 1:31,12/05/2007 01:31,new-market,FALSE,273,03/04/2001 04:13,11,1,32.01
1.60185E+11,7,92543,0,9.99,FALSE,11/28/2007 1:40,12/05/2007 01:40,5raisins,FALSE,321,1/27/2005 6:26,6,0.5,17.87
1.80186E+11,7,2818,0,9.99,FALSE,11/28/2007 1:56,12/05/2007 01:56,cadut,FALSE,1624,11/29/2003 17:42,10,1,31
1.80186E+11,7,,0,7.99,FALSE,11/28/2007 1:58,12/05/2007 01:58,cadut,FALSE,1624,11/29/2003 17:42,2,0.5,7.99
1.80186E+11,7,2818,0,12.99,FALSE,11/28/2007 1:58,12/05/2007 01:58,cadut,FALSE,1624,11/29/2003 17:42,1,0.5,12.99
1.80186E+11,7,2818,0,7.99,FALSE,11/28/2007 1:59,12/05/2007 01:59,cadut,FALSE,1624,11/29/2003 17:42,3,0.5,8.49
1.80186E+11,7,2860,0,24.99,FALSE,11/28/2007 2:19,12/05/2007 02:19,intrepidcorps2000,FALSE,827,11/17/2001 19:30,0,0,24.99
3.20189E+11,7,28792,0,16.95,FALSE,11/28/2007 2:25,12/05/2007 02:25,aloha_dannet,FALSE,34,10/15/2007 15:36,1,0.5,16.95
1.90179E+11,7,95926,0,0.99,FALSE,11/28/2007 2:56,12/05/2007 02:56,diannes-stuff,FALSE,431,1/16/2007 22:28,3,0.25,1.29
1.80186E+11,7,2818,0,19.99,FALSE,11/28/2007 2:57,12/05/2007 02:57,cadut,FALSE,1624,11/29/2003 17:42,4,1,30.7
1.60185E+11,7,41074,0,9.99,FALSE,11/28/2007 3:00,12/05/2007 03:00,letmesellitforyou,FALSE,2002,1/30/1999 3:42,4,0.5,16.03
3.7E+11,7,,0,24.99,FALSE,11/28/2007 3:00,12/05/2007 03:00,itoverstock,FALSE,17022,03/06/2003 01:23,1,0.5,24.99
2.20178E+11,7,,0,12.99,FALSE,11/28/2007 3:01,12/05/2007 03:01,qualitybarn,FALSE,63,07/02/2007 01:06,1,0.5,12.99
2.60188E+11,7,2865,14,12,FALSE,11/28/2007 3:11,12/05/2007 03:11,1316star,FALSE,68,08/11/2006 19:17,1,0.5,12
1.80186E+11,7,,0,11.99,FALSE,11/28/2007 3:23,12/05/2007 03:23,cadut,FALSE,1624,11/29/2003 17:42,0,0,11.99
1.40184E+11,7,11729,0,0.99,FALSE,11/28/2007 3:27,12/05/2007 03:27,bob3185662gi,FALSE,113,08/01/1999 17:59,11,0.5,21.49
2.70192E+11,7,2895,0,9.99,FALSE,11/28/2007 3:54,12/05/2007 03:54,larryc3413,FALSE,4824,04/01/2005 21:25,1,0.5,9.99
2.70192E+11,7,2895,0,19.99,FALSE,11/28/2007 3:56,12/05/2007 03:50,larryc3413,FALSE,4824,04/01/2005 21:25,0,0,19.99
2.90187E+11,7,1701,0,9.99,FALSE,11/28/2007 3:56,12/05/2007 03:56,detchastuff,FALSE,158,6/30/2004 21:13,5,0.5,20.01
1.80186E+11,7,2818,0,0.99,FALSE,11/28/2007 4:01,12/05/2007 04:01,cadut,FALSE,1624,11/29/2003 17:42,11,1,41
2.30197E+11,7,97202,0,9.99,FALSE,11/28/2007 5:17,12/05/2007 05:17,1wadjet,FALSE,557,06/11/2001 02:08,5,0.5,13.99
3.7E+11,7,33133,0,9.99,FALSE,11/28/2007 6:00,12/05/2007 06:00,natomastreet,FALSE,944,01/12/2002 00:57,3,0.5,20.51
2.70193E+11,5,75080,0,12.99,FALSE,11/30/2007 6:57,12/05/2007 06:57,jocm0,FALSE,22,1/16/2003 23:03,1,0.5,12.99
2.70192E+11,7,2895,0,19.99,FALSE,11/28/2007 11:34,12/04/2007 04:19,larryc3413,FALSE,4824,04/01/2005 21:25,0,0,19.99
2.70192E+11,7,2895,0,14.99,FALSE,11/28/2007 11:36,12/05/2007 09:19,larryc3413,FALSE,4824,04/01/2005 21:25,0,0,14.99
3.6E+11,7,2865,0,5.99,FALSE,11/28/2007 14:51,12/05/2007 14:51,soxfanbob,FALSE,4308,10/13/1997 14:26,1,0.5,5.99
1.90179E+11,7,61108,0,4.95,FALSE,11/28/2007 15:47,12/05/2007 15:47,nicefindras,FALSE,1956,3/13/1999 12:42,8,1,34.51
2.70192E+11,7,2895,0,39.99,FALSE,11/28/2007 16:13,12/05/2007 13:35,larryc3413,FALSE,4824,04/01/2005 21:25,0,0,39.99
2.60187E+11,10,77008,0,0.99,FALSE,11/25/2007 16:34,12/05/2007 16:34,lwsaenz,FALSE,51,04/11/2000 21:29,7,0.5,10
1.10201E+11,5,2840,0,0.01,FALSE,11/30/2007 16:40,12/05/2007 16:40,doworkenterprises,FALSE,38,07/02/2007 13:36,12,1,28
1.10201E+11,5,2840,0,0.01,FALSE,11/30/2007 16:43,12/05/2007 16:43,doworkenterprises,FALSE,38,07/02/2007 13:36,7,0.5,7.51
3.00178E+11,5,48009,0,0.95,FALSE,11/30/2007 17:23,12/05/2007 17:23,mtwayde8ptk,FALSE,204,03/03/2000 15:47,6,0.5,10.52
3.6E+11,7,,0,9.99,FALSE,11/28/2007 17:41,12/05/2007 17:41,eawest,FALSE,2294,9/24/1998 22:11,1,0.5,9.99
3.00177E+11,7,90048,0,4.99,FALSE,11/28/2007 17:54,12/05/2007 17:54,usexpress71,FALSE,233,07/12/2005 07:18,9,0.5,18.5
2.20179E+11,3,80911,0,12.99,FALSE,12/02/2007 19:26,12/05/2007 19:26,recoilxiv,FALSE,8,11/26/2007 0:57,7,0.5,20.5
2.20179E+11,3,80911,0,7.99,FALSE,12/02/2007 19:32,12/05/2007 19:32,recoilxiv,FALSE,8,11/26/2007 0:57,6,0.5,13.5
1.30178E+11,10,2895,0,17.99,FALSE,11/25/2007 20:17,12/05/2007 15:24,mikesplace45,FALSE,511,8/28/2005 23:29,0,0,17.99
1.30179E+11,7,10002,14,9.99,FALSE,11/28/2007 20:18,12/05/2007 20:18,montgomerystationery,TRUE,25987,10/22/2001 15:23,2,0.5,10.49
1.40185E+11,7,2908,0,9.99,FALSE,11/28/2007 20:46,12/05/2007 20:46,jrsr1492,FALSE,348,03/11/2003 20:27,1,0.5,9.99
1.40185E+11,7,2908,0,19.99,FALSE,11/28/2007 20:55,12/05/2007 14:01,jrsr1492,FALSE,348,03/11/2003 20:27,0,0,19.99
3.00177E+11,7,75034,0,1.99,FALSE,11/28/2007 21:28,12/05/2007 21:28,hotspur_72,FALSE,243,3/19/2005 4:18,4,1,26.53
2.0018E+11,3,48059,20,9.99,FALSE,12/02/2007 22:01,12/05/2007 22:01,fishinboz,FALSE,1317,11/27/2000 10:10,2,0.5,10.49
1.80187E+11,5,98116,0,4.99,FALSE,11/30/2007 22:11,12/05/2007 22:11,bubboy,FALSE,1674,12/30/1997 2:03,7,0.5,10.5
3.00177E+11,7,10573,0,49,FALSE,11/28/2007 22:46,12/05/2007 22:46,scaseyny,FALSE,42,4/30/2005 20:09,7,1,67
2.80179E+11,7,61530,0,0.99,FALSE,11/28/2007 23:50,12/05/2007 23:50,mrclean1951,FALSE,153,6/24/1998 21:21,11,0.5,14.5
1.90179E+11,7,44140,0,9.99,FALSE,11/29/2007 0:02,12/06/2007 00:02,arlotater,FALSE,1255,12/26/2002 7:36,6,1,50.73
1.90179E+11,7,44140,0,4.99,FALSE,11/29/2007 0:03,12/06/2007 00:03,arlotater,FALSE,1255,12/26/2002 7:36,9,0.5,12.51
1.90179E+11,7,44140,0,9.99,FALSE,11/29/2007 0:12,12/06/2007 00:12,arlotater,FALSE,1255,12/26/2002 7:36,5,1,27.56
2.90187E+11,7,49441,0,4.99,FALSE,11/29/2007 0:14,12/06/2007 00:14,scott_the_bomb,TRUE,730,03/11/2003 21:33,8,0.5,18
2.00178E+11,10,89006,169.99,105,FALSE,11/26/2007 0:19,12/06/2007 00:19,write2read,FALSE,332,11/27/2004 22:26,1,2.5,105
2.50192E+11,10,,0,19.99,FALSE,11/26/2007 0:36,12/06/2007 00:36,glenspardello,FALSE,17310,11/26/2002 22:56,1,0.5,19.99
1.70175E+11,3,75474,0,0.01,FALSE,12/03/2007 00:41,12/06/2007 00:41,dallas752270414,TRUE,206,09/06/2006 15:04,4,0.5,6.75
2.70192E+11,7,2895,0,19.99,FALSE,11/29/2007 0:44,12/05/2007 10:54,larryc3413,FALSE,4824,04/01/2005 21:25,0,0,19.99
2.70192E+11,7,2895,0,9.99,FALSE,11/29/2007 0:52,12/06/2007 00:52,larryc3413,FALSE,4824,04/01/2005 21:25,1,0.5,9.99
2.50193E+11,7,22026,0,40,FALSE,11/29/2007 0:55,12/06/2007 00:55,mipumpkinhead,FALSE,465,7/14/2004 14:59,1,1,40
2.00179E+11,7,10031,0,55,FALSE,11/29/2007 1:03,12/04/2007 20:27,wonderfulrealshop,FALSE,3899,08/07/2001 14:41,0,0,55
2.00179E+11,7,33327,0,40,FALSE,11/29/2007 1:32,12/06/2007 01:32,aircraft2007954,FALSE,5,8/23/2007 22:27,1,1,40
3.20189E+11,7,1089,0,9.99,FALSE,11/29/2007 1:35,12/06/2007 01:35,visxboy,FALSE,862,02/09/2002 17:15,1,0.5,9.99
1.80186E+11,7,2818,0,19.99,FALSE,11/29/2007 1:54,12/06/2007 01:54,cadut,FALSE,1624,11/29/2003 17:42,1,0.5,19.99
1.80186E+11,7,2914,60,49.99,FALSE,11/29/2007 2:15,12/06/2007 02:15,bobby1170,FALSE,1089,8/31/1999 3:32,4,1,51
2.60188E+11,7,2865,0,20,FALSE,11/29/2007 2:19,12/06/2007 02:19,1316star,FALSE,68,08/11/2006 19:17,2,0.5,20.5
2.60188E+11,7,2865,0,20,FALSE,11/29/2007 2:25,12/06/2007 02:25,1316star,FALSE,68,08/11/2006 19:17,1,0.5,20
3.50001E+11,7,28715,0,3.99,FALSE,11/29/2007 2:28,12/06/2007 02:28,smiling0ne,FALSE,199,12/27/2003 21:38,5,0.5,11.21
3.20189E+11,7,11507,0,7.99,FALSE,11/29/2007 2:30,12/06/2007 02:30,reccra,FALSE,915,11/04/1999 19:39,5,1,27.76
1.50188E+11,10,55449,75,14.99,FALSE,11/26/2007 2:32,12/06/2007 02:32,th3r3ddr4gon,TRUE,112,12/16/2003 17:59,1,0.5,14.99
2.60188E+11,7,2865,0,20,FALSE,11/29/2007 2:33,12/06/2007 02:33,1316star,FALSE,68,08/11/2006 19:17,2,0.5,20.5
1.50188E+11,10,55449,40,9.99,FALSE,11/26/2007 2:40,12/06/2007 02:40,th3r3ddr4gon,TRUE,112,12/16/2003 17:59,1,0.5,9.99
1.50188E+11,10,55449,40,9.99,FALSE,11/26/2007 2:42,12/06/2007 02:42,th3r3ddr4gon,TRUE,112,12/16/2003 17:59,1,0.5,9.99
1.30179E+11,7,60102,0,9.99,FALSE,11/29/2007 2:56,12/06/2007 02:56,rojanwhitecube,FALSE,734,07/04/2005 01:57,1,0.5,9.99
3.30195E+11,5,14891,0,0.99,FALSE,12/01/2007 02:58,12/06/2007 02:58,moonshadow1313,FALSE,600,02/11/2003 17:29,5,0.25,3.99
3.20189E+11,7,40222,0,100,FALSE,11/29/2007 3:01,12/06/2007 03:01,schippership,FALSE,283,5/24/2001 0:11,31,10,525.05
2.60188E+11,7,2865,0,40,FALSE,11/29/2007 3:06,12/06/2007 03:06,1316star,FALSE,68,08/11/2006 19:17,3,1,46
2.30197E+11,7,55124,0,9.95,TRUE,11/29/2007 3:08,12/06/2007 03:08,sgould1038,FALSE,115,04/06/1998 01:09,6,1,27.26
1.30179E+11,7,50158,0,34.95,FALSE,11/29/2007 3:13,12/04/2007 21:53,recmantrvl,FALSE,58,10/07/2006 15:08,0,0,34.95
1.30179E+11,7,50158,0,49.95,FALSE,11/29/2007 3:16,12/04/2007 23:05,recmantrvl,FALSE,58,10/07/2006 15:08,0,0,49.95
